#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCF_900503855.1	PRJNA224116	SAMEA3720937	UJDR00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_UK058		latest	Contig	Major	Full	2018/08/21	19084_3#112	SC	GCA_900503855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/503/855/GCF_900503855.1_19084_3_112		
GCF_900503865.1	PRJNA224116	SAMEA3720931	UJDS00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_UK049		latest	Contig	Major	Full	2018/08/21	19084_3#103	SC	GCA_900503865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/503/865/GCF_900503865.1_19084_3_103		
GCF_900503875.1	PRJNA224116	SAMEA3673108	UJDT00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO007		latest	Contig	Major	Full	2018/08/21	19084_3#11	SC	GCA_900503875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/503/875/GCF_900503875.1_19084_3_11		
GCF_900503885.1	PRJNA224116	SAMEA3720936	UJDX00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_UK057		latest	Contig	Major	Full	2018/08/22	19084_3#111	SC	GCA_900503885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/503/885/GCF_900503885.1_19084_3_111		
GCF_900503895.1	PRJNA224116	SAMEA3720940	UJDZ00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_UK065		latest	Contig	Major	Full	2018/08/22	19084_3#118	SC	GCA_900503895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/503/895/GCF_900503895.1_19084_3_118		
GCF_900503905.1	PRJNA224116	SAMEA3720938	UJDW00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_UK062		latest	Contig	Major	Full	2018/08/22	19084_3#116	SC	GCA_900503905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/503/905/GCF_900503905.1_19084_3_116		
GCF_900503915.1	PRJNA224116	SAMEA3720939	UJDY00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_UK063		latest	Contig	Major	Full	2018/08/22	19084_3#117	SC	GCA_900503915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/503/915/GCF_900503915.1_19084_3_117		
GCF_900503925.1	PRJNA224116	SAMEA3720941	UJEB00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_UK067		latest	Contig	Major	Full	2018/08/22	19084_3#120	SC	GCA_900503925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/503/925/GCF_900503925.1_19084_3_120		
GCF_900503935.1	PRJNA224116	SAMEA3720942	UJEA00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_UK069		latest	Contig	Major	Full	2018/08/21	19084_3#121	SC	GCA_900503935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/503/935/GCF_900503935.1_19084_3_121		
GCF_900503945.1	PRJNA224116	SAMEA3673109	UJEC00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO008		latest	Contig	Major	Full	2018/08/22	19084_3#12	SC	GCA_900503945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/503/945/GCF_900503945.1_19084_3_12		
GCF_900503955.1	PRJNA224116	SAMEA3720949	UJED00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_UK079		latest	Contig	Major	Full	2018/08/21	19084_3#125	SC	GCA_900503955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/503/955/GCF_900503955.1_19084_3_125		
GCF_900503965.1	PRJNA224116	SAMEA3720953	UJEE00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO043		latest	Contig	Major	Full	2018/08/21	19084_3#129	SC	GCA_900503965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/503/965/GCF_900503965.1_19084_3_129		
GCF_900503975.1	PRJNA224116	SAMEA3720950	UJEG00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_UK081		latest	Contig	Major	Full	2018/08/21	19084_3#127	SC	GCA_900503975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/503/975/GCF_900503975.1_19084_3_127		
GCF_900503985.1	PRJNA224116	SAMEA3720951	UJEN00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_UK082		latest	Contig	Major	Full	2018/08/21	19084_3#128	SC	GCA_900503985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/503/985/GCF_900503985.1_19084_3_128		
GCF_900503995.1	PRJNA224116	SAMEA3720954	UJEF00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO044		latest	Contig	Major	Full	2018/08/21	19084_3#130	SC	GCA_900503995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/503/995/GCF_900503995.1_19084_3_130		
GCF_900504005.1	PRJNA224116	SAMEA3720956	UJEH00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO046		latest	Contig	Major	Full	2018/08/21	19084_3#132	SC	GCA_900504005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/005/GCF_900504005.1_19084_3_132		
GCF_900504015.1	PRJNA224116	SAMEA3720957	UJEL00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO047		latest	Contig	Major	Full	2018/08/21	19084_3#133	SC	GCA_900504015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/015/GCF_900504015.1_19084_3_133		
GCF_900504025.1	PRJNA224116	SAMEA3720955	UJEI00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO045		latest	Contig	Major	Full	2018/08/21	19084_3#131	SC	GCA_900504025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/025/GCF_900504025.1_19084_3_131		
GCF_900504035.1	PRJNA224116	SAMEA3720961	UJEK00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO051		latest	Contig	Major	Full	2018/08/22	19084_3#137	SC	GCA_900504035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/035/GCF_900504035.1_19084_3_137		
GCF_900504045.1	PRJNA224116	SAMEA3720959	UJEJ00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO049		latest	Contig	Major	Full	2018/08/22	19084_3#135	SC	GCA_900504045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/045/GCF_900504045.1_19084_3_135		
GCF_900504055.1	PRJNA224116	SAMEA3720958	UJEM00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO048		latest	Contig	Major	Full	2018/08/21	19084_3#134	SC	GCA_900504055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/055/GCF_900504055.1_19084_3_134		
GCF_900504065.1	PRJNA224116	SAMEA3673111	UJEO00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO010		latest	Contig	Major	Full	2018/08/22	19084_3#14	SC	GCA_900504065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/065/GCF_900504065.1_19084_3_14		
GCF_900504075.1	PRJNA224116	SAMEA3720964	UJEP00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO055		latest	Contig	Major	Full	2018/08/22	19084_3#140	SC	GCA_900504075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/075/GCF_900504075.1_19084_3_140		
GCF_900504085.1	PRJNA224116	SAMEA3720963	UJFK00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO054		latest	Contig	Major	Full	2018/08/21	19084_3#139	SC	GCA_900504085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/085/GCF_900504085.1_19084_3_139		
GCF_900504095.1	PRJNA224116	SAMEA3720965	UJFB00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO056		latest	Contig	Major	Full	2018/08/22	19084_3#141	SC	GCA_900504095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/095/GCF_900504095.1_19084_3_141		
GCF_900504105.1	PRJNA224116	SAMEA3720970	UJER00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO061		latest	Contig	Major	Full	2018/08/21	19084_3#146	SC	GCA_900504105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/105/GCF_900504105.1_19084_3_146		
GCF_900504115.1	PRJNA224116	SAMEA3720966	UJEU00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO057		latest	Contig	Major	Full	2018/08/22	19084_3#142	SC	GCA_900504115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/115/GCF_900504115.1_19084_3_142		
GCF_900504125.1	PRJNA224116	SAMEA3720973	UJEW00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO064		latest	Contig	Major	Full	2018/08/22	19084_3#149	SC	GCA_900504125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/125/GCF_900504125.1_19084_3_149		
GCF_900504135.1	PRJNA224116	SAMEA3720971	UJEQ00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO062		latest	Contig	Major	Full	2018/08/21	19084_3#147	SC	GCA_900504135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/135/GCF_900504135.1_19084_3_147		
GCF_900504145.1	PRJNA224116	SAMEA3720974	UJET00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO065		latest	Contig	Major	Full	2018/08/22	19084_3#150	SC	GCA_900504145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/145/GCF_900504145.1_19084_3_150		
GCF_900504155.1	PRJNA224116	SAMEA3720975	UJES00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO066		latest	Contig	Major	Full	2018/08/21	19084_3#151	SC	GCA_900504155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/155/GCF_900504155.1_19084_3_151		
GCF_900504165.1	PRJNA224116	SAMEA3673113	UJEV00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO012		latest	Contig	Major	Full	2018/08/22	19084_3#15	SC	GCA_900504165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/165/GCF_900504165.1_19084_3_15		
GCF_900504175.1	PRJNA224116	SAMEA3720976	UJEY00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO067		latest	Contig	Major	Full	2018/08/22	19084_3#152	SC	GCA_900504175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/175/GCF_900504175.1_19084_3_152		
GCF_900504185.1	PRJNA224116	SAMEA3720978	UJEX00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO069		latest	Contig	Major	Full	2018/08/22	19084_3#154	SC	GCA_900504185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/185/GCF_900504185.1_19084_3_154		
GCF_900504195.1	PRJNA224116	SAMEA3720980	UJFC00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO071		latest	Contig	Major	Full	2018/08/22	19084_3#156	SC	GCA_900504195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/195/GCF_900504195.1_19084_3_156		
GCF_900504205.1	PRJNA224116	SAMEA3720979	UJEZ00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO070		latest	Contig	Major	Full	2018/08/21	19084_3#155	SC	GCA_900504205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/205/GCF_900504205.1_19084_3_155		
GCF_900504215.1	PRJNA224116	SAMEA3720981	UJFA00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO072		latest	Contig	Major	Full	2018/08/21	19084_3#157	SC	GCA_900504215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/215/GCF_900504215.1_19084_3_157		
GCF_900504225.1	PRJNA224116	SAMEA3720985	UJFD00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO076		latest	Contig	Major	Full	2018/08/21	19084_3#161	SC	GCA_900504225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/225/GCF_900504225.1_19084_3_161		
GCF_900504235.1	PRJNA224116	SAMEA3720983	UJFE00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO074		latest	Contig	Major	Full	2018/08/22	19084_3#159	SC	GCA_900504235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/235/GCF_900504235.1_19084_3_159		
GCF_900504245.1	PRJNA224116	SAMEA3673114	UJFF00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO013		latest	Contig	Major	Full	2018/08/21	19084_3#16	SC	GCA_900504245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/245/GCF_900504245.1_19084_3_16		
GCF_900504255.1	PRJNA224116	SAMEA3720982	UJFH00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO073		latest	Contig	Major	Full	2018/08/21	19084_3#158	SC	GCA_900504255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/255/GCF_900504255.1_19084_3_158		
GCF_900504265.1	PRJNA224116	SAMEA3720984	UJFG00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO075		latest	Contig	Major	Full	2018/08/21	19084_3#160	SC	GCA_900504265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/265/GCF_900504265.1_19084_3_160		
GCF_900504275.1	PRJNA224116	SAMEA3720986	UJFI00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO077		latest	Contig	Major	Full	2018/08/21	19084_3#162	SC	GCA_900504275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/275/GCF_900504275.1_19084_3_162		
GCF_900504285.1	PRJNA224116	SAMEA3720987	UJFJ00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO078		latest	Contig	Major	Full	2018/08/22	19084_3#163	SC	GCA_900504285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/285/GCF_900504285.1_19084_3_163		
GCF_900504295.1	PRJNA224116	SAMEA3720988	UJFL00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO079		latest	Contig	Major	Full	2018/08/21	19084_3#164	SC	GCA_900504295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/295/GCF_900504295.1_19084_3_164		
GCF_900504305.1	PRJNA224116	SAMEA3720989	UJFN00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO080		latest	Contig	Major	Full	2018/08/22	19084_3#165	SC	GCA_900504305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/305/GCF_900504305.1_19084_3_165		
GCF_900504315.1	PRJNA224116	SAMEA3720990	UJFO00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO081		latest	Contig	Major	Full	2018/08/21	19084_3#166	SC	GCA_900504315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/315/GCF_900504315.1_19084_3_166		
GCF_900504325.1	PRJNA224116	SAMEA3720991	UJFM00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO082		latest	Contig	Major	Full	2018/08/22	19084_3#167	SC	GCA_900504325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/325/GCF_900504325.1_19084_3_167		
GCF_900504335.1	PRJNA224116	SAMEA3720992	UJFQ00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO083		latest	Contig	Major	Full	2018/08/22	19084_3#168	SC	GCA_900504335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/335/GCF_900504335.1_19084_3_168		
GCF_900504345.1	PRJNA224116	SAMEA3673115	UJFP00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO014		latest	Contig	Major	Full	2018/08/22	19084_3#17	SC	GCA_900504345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/345/GCF_900504345.1_19084_3_17		
GCF_900504355.1	PRJNA224116	SAMEA3720995	UJFT00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO086		latest	Contig	Major	Full	2018/08/22	19084_3#171	SC	GCA_900504355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/355/GCF_900504355.1_19084_3_171		
GCF_900504365.1	PRJNA224116	SAMEA3720994	UJFR00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO085		latest	Contig	Major	Full	2018/08/22	19084_3#170	SC	GCA_900504365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/365/GCF_900504365.1_19084_3_170		
GCF_900504375.1	PRJNA224116	SAMEA3720993	UJFS00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO084		latest	Contig	Major	Full	2018/08/22	19084_3#169	SC	GCA_900504375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/375/GCF_900504375.1_19084_3_169		
GCF_900504385.1	PRJNA224116	SAMEA3720997	UJFU00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO088		latest	Contig	Major	Full	2018/08/22	19084_3#173	SC	GCA_900504385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/385/GCF_900504385.1_19084_3_173		
GCF_900504395.1	PRJNA224116	SAMEA3720996	UJFV00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO087		latest	Contig	Major	Full	2018/08/21	19084_3#172	SC	GCA_900504395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/395/GCF_900504395.1_19084_3_172		
GCF_900504405.1	PRJNA224116	SAMEA3721000	UJFW00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO091		latest	Contig	Major	Full	2018/08/21	19084_3#176	SC	GCA_900504405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/405/GCF_900504405.1_19084_3_176		
GCF_900504415.1	PRJNA224116	SAMEA3720998	UJFX00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO089		latest	Contig	Major	Full	2018/08/22	19084_3#174	SC	GCA_900504415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/415/GCF_900504415.1_19084_3_174		
GCF_900504425.1	PRJNA224116	SAMEA3721003	UJFY00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO093		latest	Contig	Major	Full	2018/08/21	19084_3#178	SC	GCA_900504425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/425/GCF_900504425.1_19084_3_178		
GCF_900504435.1	PRJNA224116	SAMEA3721005	UJFZ00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO094		latest	Contig	Major	Full	2018/08/21	19084_3#179	SC	GCA_900504435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/435/GCF_900504435.1_19084_3_179		
GCF_900504445.1	PRJNA224116	SAMEA3673116	UJGA00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO015		latest	Contig	Major	Full	2018/08/22	19084_3#18	SC	GCA_900504445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/445/GCF_900504445.1_19084_3_18		
GCF_900504455.1	PRJNA224116	SAMEA3721002	UJGB00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO092		latest	Contig	Major	Full	2018/08/21	19084_3#177	SC	GCA_900504455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/455/GCF_900504455.1_19084_3_177		
GCF_900504465.1	PRJNA224116	SAMEA3721007	UJGE00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO095		latest	Contig	Major	Full	2018/08/22	19084_3#180	SC	GCA_900504465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/465/GCF_900504465.1_19084_3_180		
GCF_900504475.1	PRJNA224116	SAMEA3721010	UJGC00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO097		latest	Contig	Major	Full	2018/08/21	19084_3#182	SC	GCA_900504475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/475/GCF_900504475.1_19084_3_182		
GCF_900504485.1	PRJNA224116	SAMEA3721012	UJGD00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO098		latest	Contig	Major	Full	2018/08/21	19084_3#183	SC	GCA_900504485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/485/GCF_900504485.1_19084_3_183		
GCF_900504495.1	PRJNA224116	SAMEA3721016	UJGF00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO101		latest	Contig	Major	Full	2018/08/22	19084_3#185	SC	GCA_900504495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/495/GCF_900504495.1_19084_3_185		
GCF_900504505.1	PRJNA224116	SAMEA3721014	UJGG00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO099		latest	Contig	Major	Full	2018/08/22	19084_3#184	SC	GCA_900504505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/505/GCF_900504505.1_19084_3_184		
GCF_900504515.1	PRJNA224116	SAMEA3673122	UJGH00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO021		latest	Contig	Major	Full	2018/08/21	19084_3#24	SC	GCA_900504515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/515/GCF_900504515.1_19084_3_24		
GCF_900504525.1	PRJNA224116	SAMEA3673117	UJGI00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO016		latest	Contig	Major	Full	2018/08/22	19084_3#19	SC	GCA_900504525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/525/GCF_900504525.1_19084_3_19		
GCF_900504535.1	PRJNA224116	SAMEA3673118	UJGK00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO017		latest	Contig	Major	Full	2018/08/21	19084_3#20	SC	GCA_900504535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/535/GCF_900504535.1_19084_3_20		
GCF_900504545.1	PRJNA224116	SAMEA3721017	UJGJ00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO100		latest	Contig	Major	Full	2018/08/22	19084_3#186	SC	GCA_900504545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/545/GCF_900504545.1_19084_3_186		
GCF_900504555.1	PRJNA224116	SAMEA3673124	UJGL00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO023		latest	Contig	Major	Full	2018/08/22	19084_3#26	SC	GCA_900504555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/555/GCF_900504555.1_19084_3_26		
GCF_900504565.1	PRJNA224116	SAMEA3673100	UJGM00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_UK136		latest	Contig	Major	Full	2018/08/21	19084_3#3	SC	GCA_900504565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/565/GCF_900504565.1_19084_3_3		
GCF_900504575.1	PRJNA224116	SAMEA3673127	UJGO00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO026		latest	Contig	Major	Full	2018/08/22	19084_3#29	SC	GCA_900504575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/575/GCF_900504575.1_19084_3_29		
GCF_900504585.1	PRJNA224116	SAMEA3673129	UJGN00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO028		latest	Contig	Major	Full	2018/08/21	19084_3#31	SC	GCA_900504585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/585/GCF_900504585.1_19084_3_31		
GCF_900504595.1	PRJNA224116	SAMEA3673132	UJGP00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO031		latest	Contig	Major	Full	2018/08/22	19084_3#34	SC	GCA_900504595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/595/GCF_900504595.1_19084_3_34		
GCF_900504605.1	PRJNA224116	SAMEA3673128	UJGS00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO027		latest	Contig	Major	Full	2018/08/22	19084_3#30	SC	GCA_900504605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/605/GCF_900504605.1_19084_3_30		
GCF_900504615.1	PRJNA224116	SAMEA3673131	UJGQ00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO030		latest	Contig	Major	Full	2018/08/21	19084_3#33	SC	GCA_900504615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/615/GCF_900504615.1_19084_3_33		
GCF_900504625.1	PRJNA224116	SAMEA3673133	UJGR00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO032		latest	Contig	Major	Full	2018/08/22	19084_3#35	SC	GCA_900504625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/625/GCF_900504625.1_19084_3_35		
GCF_900504635.1	PRJNA224116	SAMEA3673134	UJGT00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO033		latest	Contig	Major	Full	2018/08/22	19084_3#36	SC	GCA_900504635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/635/GCF_900504635.1_19084_3_36		
GCF_900504645.1	PRJNA224116	SAMEA3673135	UJGU00000000.1	na	573	573	Klebsiella pneumoniae	strain=EuSCAPE_RO034		latest	Contig	Major	Full	2018/08/21	19084_3#37	SC	GCA_900504645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/504/645/GCF_900504645.1_19084_3_37		
